iter	RMSE
423	13.03271697
424	13.03127831
425	13.030859
426	13.02928386
427	13.02916406
428	13.02910573
429	13.02779252
430	13.02520262
431	13.02410722
432	13.02349762
433	13.02195537
434	13.02038456
435	13.01908795
436	13.01695179
437	13.01551426
438	13.01475602
439	13.01425363
440	13.01365682
441	13.01262204
442	13.01120696
443	13.01073168
444	13.00717744
445	13.00603397
446	13.00497486
447	13.00371733
448	13.0015362
449	13.00099756
450	12.99974157
451	12.998873
452	12.99631015
453	12.99497558
454	12.99207818
455	12.9920269
456	12.99069499
457	12.98949927
458	12.98736829
459	12.98496361
460	12.98405332
461	12.98185914
462	12.97938586
463	12.9772109
464	12.97600561
465	12.97595719
466	12.9735687
467	12.97263326
468	12.9712217
469	12.969548
470	12.96932632
471	12.96737432
472	12.96551074
473	12.96531131
474	12.96363847
475	12.96048903
476	12.95733723
477	12.95390917
478	12.95385309
479	12.95228096
480	12.95153716
481	12.94963935
482	12.9485979
483	12.94831909
484	12.9469333
485	12.94479828
486	12.94348754
487	12.94209523
488	12.94036514
489	12.93871962
490	12.93608844
491	12.93555976
492	12.93299477
493	12.93156531
494	12.92842736
495	12.92587765
496	12.92528228
497	12.92423314
498	12.92282812
499	12.92278593
500	12.9212188
501	12.9202842
502	12.91891867
503	12.91665454
504	12.9166136
505	12.91654571
506	12.91648219
507	12.91518207
508	12.91415719
509	12.91317671
510	12.91034798
511	12.90769977
512	12.90618318
513	12.90508304
514	12.90390559
515	12.90236916
516	12.90157993
517	12.89904891
518	12.89719959
519	12.89617675
520	12.89395058
521	12.89296006
522	12.89047692
523	12.88925719
524	12.88688135
525	12.88613208
526	12.88446106
527	12.88319173
528	12.88205722
529	12.88154871
530	12.88081713
531	12.88068919
532	12.87925657
533	12.87694087
534	12.87539456
535	12.87383178
536	12.87184232
537	12.870734
538	12.87030955
539	12.8690886
540	12.86826269
541	12.86644948
542	12.86412491
543	12.86231183
544	12.86015365
545	12.8584695
546	12.85743715
547	12.85625152
548	12.85424909
549	12.85159732
550	12.85057317
551	12.8495547
552	12.8487689
553	12.84773171
554	12.84655162
555	12.84518866
556	12.8438153
557	12.84298059
558	12.84207087
559	12.84098603
560	12.83886751
561	12.83717601
562	12.83579703
563	12.83484367
564	12.83383899
565	12.83113868
566	12.82943658
567	12.82806273
568	12.82800943
569	12.82749895
570	12.82510012
571	12.823711
572	12.82184636
573	12.8201729
574	12.81879767
575	12.81678348
576	12.81487792
577	12.81234698
578	12.81076753
579	12.80902199
580	12.80809474
581	12.80604127
582	12.80394764
583	12.80185341
584	12.800761
585	12.80049722
586	12.79927289
587	12.7979259
588	12.79626875
589	12.79402423
590	12.79218146
591	12.79188495
592	12.79058257
593	12.78905076
594	12.78760625
595	12.78613907
596	12.78550648
597	12.78307905
598	12.78211853
599	12.78005574
600	12.77951827
601	12.77783084
602	12.77718728
603	12.77632105
604	12.7743785
605	12.77100694
606	12.77049166
607	12.76956974
608	12.7685456
609	12.76694221
610	12.76616941
611	12.76493241
612	12.76383948
613	12.76226998
614	12.76032255
615	12.75819968
616	12.75801549
617	12.75778169
618	12.75696358
619	12.75483654
620	12.7538463
621	12.75296335
622	12.75250065
623	12.75152944
624	12.74882471
625	12.746876
626	12.74545575
627	12.74489741
628	12.74358734
629	12.7412941
630	12.74003004
631	12.73843967
632	12.73697491
633	12.73580266
634	12.73546661
635	12.73454993
636	12.73450632
637	12.73257769
638	12.73020558
639	12.72905766
640	12.72769086
641	12.72564311
642	12.72478262
643	12.72314543
644	12.72137712
645	12.71875804
646	12.71698711
647	12.71530588
648	12.71362519
649	12.71301855
650	12.71014999
651	12.70828811
652	12.70684734
653	12.70401129
654	12.70321116
655	12.7014518
656	12.70038645
657	12.69884223
658	12.6975401
659	12.69749381
660	12.69568712
661	12.69373777
662	12.69197219
663	12.69006056
664	12.68809883
665	12.68728451
666	12.68595915
667	12.6842074
668	12.68358637
669	12.68137022
670	12.67986399
671	12.67901834
672	12.67853878
673	12.67664899
674	12.67474168
675	12.67429751
676	12.67308969
677	12.67125567
678	12.67122902
679	12.66923197
680	12.66849486
681	12.66735514
682	12.66607388
683	12.66576408
684	12.66486228
685	12.66373244
686	12.66234338
687	12.66065464
688	12.65919487
689	12.65865047
690	12.65707973
691	12.65574153
692	12.65402699
693	12.65253454
694	12.65082766
695	12.64963902
696	12.64832608
697	12.6470181
698	12.64526285
699	12.64352418
700	12.64105442
701	12.6396394
702	12.63737527
703	12.635985
704	12.63505425
705	12.63456824
706	12.63441736
707	12.63435859
708	12.63431794
709	12.6329326
710	12.63117283
711	12.6302165
712	12.6273912
713	12.62614157
714	12.62474601
715	12.62386642
716	12.6224369
717	12.62128212
718	12.61963333
719	12.61924387
720	12.61773086
721	12.61516344
722	12.61348849
723	12.61122733
724	12.61046137
725	12.60906258
726	12.60767429
727	12.60582276
728	12.60534543
729	12.6035173
730	12.60305887
731	12.60189086
732	12.60134744
733	12.6010938
734	12.59890842
735	12.59747491
736	12.59625507
737	12.59535592
738	12.59389092
739	12.59283939
740	12.59228852
741	12.59164398
742	12.59073032
743	12.58863762
744	12.58735029
745	12.58613322
746	12.58471987
747	12.58261838
748	12.58104696
749	12.58017497
750	12.57895867
751	12.57767543
752	12.57694534
753	12.5765002
754	12.57541604
755	12.57434656
756	12.57392757
757	12.57224914
758	12.56988324
759	12.56938082
760	12.56883285
761	12.5683549
762	12.56715409
763	12.56673374
764	12.56609123
765	12.56604558
766	12.56503401
767	12.56396022
768	12.56304351
769	12.56206571
770	12.56160031
771	12.55938666
772	12.55893684
773	12.55804108
774	12.55659409
775	12.55559495
776	12.5542017
777	12.55344586
778	12.55257894
779	12.55117409
780	12.54994422
781	12.54937759
782	12.54830033
783	12.54700973
784	12.54696215
785	12.54565282
786	12.5455553
787	12.54427515
788	12.542783
789	12.54109465
790	12.54093323
791	12.54064481
792	12.53947208
793	12.53744886
794	12.53540226
795	12.53508971
796	12.53401908
797	12.53249684
798	12.53187571
799	12.53133763
800	12.53058519
801	12.52966202
802	12.52765711
803	12.52614419
804	12.52443609
805	12.52349451
806	12.52182615
807	12.52100133
808	12.51985725
809	12.51780221
810	12.51752699
811	12.5150954
812	12.51407461
813	12.51385522
814	12.51247392
815	12.51167758
816	12.51010438
817	12.50959171
818	12.50815539
819	12.50665532
820	12.50451425
821	12.50345161
822	12.50244094
823	12.50119636
824	12.50114946
825	12.50073819
826	12.49958553
827	12.49829861
828	12.49623505
829	12.4952385
830	12.49418806
831	12.49250751
832	12.49061207
833	12.48963771
834	12.48903629
835	12.48780817
836	12.4869229
837	12.4861259
838	12.48558735
839	12.48456505
840	12.48210941
841	12.48056453
842	12.47965885
843	12.47892549
844	12.47889503
845	12.47808485
846	12.47696897
847	12.47593527
848	12.47510144
849	12.47369536
850	12.47195053
851	12.47097514
852	12.46904089
853	12.46766003
854	12.46637341
855	12.46550105
856	12.46393798
857	12.46192029
858	12.46108203
859	12.45799823
860	12.45591466
861	12.45493552
862	12.45337517
863	12.45333405
864	12.45281011
865	12.4523412
866	12.45188617
867	12.45073343
868	12.44916663
869	12.44740191
870	12.44548885
871	12.44483468
872	12.44479603
873	12.44344908
874	12.44130689
875	12.44061705
876	12.43889281
877	12.43797922
878	12.43686254
879	12.43574046
880	12.43534182
881	12.43411614
882	12.43349482
883	12.4331059
884	12.43268878
885	12.43263997
886	12.43175918
887	12.43147164
888	12.42942022
889	12.42847441
890	12.42810338
891	12.42795951
892	12.42707481
893	12.4266475
894	12.42554939
895	12.42385415
896	12.42169357
897	12.42020506
898	12.41865176
899	12.41768466
900	12.41668276
901	12.41574932
902	12.41440918
903	12.41305539
904	12.41163567
905	12.41099103
906	12.41036741
907	12.40866244
908	12.40727809
909	12.40695491
910	12.40606254
911	12.4039028
912	12.40310499
913	12.40239199
914	12.40150385
915	12.4004403
916	12.39904385
917	12.39744454
918	12.39671306
919	12.3950555
920	12.39372248
921	12.39232063
922	12.39071999
923	12.39014333
924	12.38920195
925	12.38825678
926	12.38688901
927	12.38614418
928	12.38545808
929	12.38372861
930	12.38224821
931	12.38175264
932	12.38120288
933	12.37912108
934	12.3787868
935	12.37596219
936	12.37395014
937	12.37238326
938	12.37053721
939	12.36900717
940	12.36850446
941	12.36750439
942	12.36520317
943	12.3641044
944	12.36347164
945	12.36253898
946	12.3613891
947	12.36074433
948	12.36048687
949	12.35997163
950	12.3595427
951	12.35810403
952	12.35770637
953	12.35614389
954	12.35554329
955	12.35387396
956	12.35270269
957	12.35049095
958	12.34869113
959	12.34712728
960	12.34709951
961	12.34621863
962	12.3452197
963	12.34482964
964	12.34260602
965	12.34219617
966	12.34048504
967	12.33874277
968	12.33838651
969	12.33835975
970	12.33722988
971	12.33693347
972	12.33589949
973	12.33410559
974	12.33341718
975	12.33318621
976	12.33290011
977	12.33158731
978	12.33069136
979	12.32850351
980	12.32730906
981	12.32683101
982	12.32540388
983	12.3242811
984	12.32398521
985	12.32258867
986	12.32091661
987	12.32056746
988	12.32015726
989	12.31928169
990	12.31844698
991	12.31666047
992	12.31636173
993	12.31472895
994	12.31451065
995	12.31260994
996	12.31189942
997	12.31102409
998	12.31015324
999	12.30942121
